FOG,6,3,99,DRIZZLE,1,dies
FOG,1,4,92,DRIZZLE,3,dies
FOG,1,11,100,DRIZZLE,0,dies
FOG,-1,11,93,FLOOD,0,dies
FOG,-1,14,100,FLOOD,1,dies
FOG,-2,3,100,FLOOD,0,dies
FOG,-2,0,100,FLOOD,0,dies
FOG,-2,8,100,FLOOD,0,dies
DARK,1,14,93,DRIZZLE,4,dies
DARK,2,20,85,DRIZZLE,11,dies
MOONLIGHT,6,8,93,DRIZZLE,5,uncertain
MOONLIGHT,1,17,76,DRIZZLE,10,uncertain
FOG,0,9,92,DRIZZLE,3,dies
MOONLIGHT,1,3,99,DRIZZLE,4,uncertain
FOG,-2,14,94,FLOOD,1,dies
FOG,2,0,94,DRIZZLE,2,dies
FOG,2,6,98,DRIZZLE,2,dies
SUNNY,-1,5,92,FLOOD,8,dies
MOONLIGHT,-3,7,84,FLOOD,11,dies
FOG,-6,3,98,FLOOD,0,dies
DARK,-2,8,99,FLOOD,3,dies
FOG,-2,4,100,FLOOD,0,dies
FOG,-4,3,92,FLOOD,2,dies
SUNNY,-4,9,93,FLOOD,4,dies
MOONLIGHT,6,13,79,DRIZZLE,7,uncertain
FOG,7,4,100,DRIZZLE,2,dies
FOG,5,20,100,DRIZZLE,2,dies
SUNNY,5,5,93,DRIZZLE,8,uncertain
SUNNY,5,13,93,DRIZZLE,7,uncertain
CLEAR,7,20,80,DRIZZLE,10,uncertain
FOG,-2,2,88,FLOOD,3,dies
FOG,-3,7,100,FLOOD,0,dies
FOG,-1,8,99,FLOOD,2,dies
SUNNY,-3,13,85,FLOOD,6,dies
MOONLIGHT,-3,10,85,FLOOD,10,dies
MOONLIGHT,-2,4,95,FLOOD,4,dies
FOG,-5,8,92,FLOOD,0,dies
FOG,1,20,92,DRIZZLE,3,dies
DARK,4,17,100,DRIZZLE,3,dies
CLEAR,3,16,96,DRIZZLE,10,uncertain
CLEAR,5,14,82,DRIZZLE,11,uncertain
FOG,-3,5,92,FLOOD,1,dies
MOONLIGHT,4,16,88,DRIZZLE,10,uncertain
MOONLIGHT,5,13,87,DRIZZLE,10,uncertain
FOG,5,5,99,DRIZZLE,2,dies
SUNNY,0,4,86,DRIZZLE,8,uncertain
DARK,2,22,84,DRIZZLE,11,dies
DARK,2,3,92,DRIZZLE,7,dies
MOONLIGHT,1,11,92,DRIZZLE,8,uncertain
MOONLIGHT,-3,20,72,FLOOD,10,dies
DARK,-4,16,79,FLOOD,10,dies
DARK,-4,3,79,FLOOD,4,dies
DARK,-4,9,78,FLOOD,4,dies
FOG,-6,5,100,FLOOD,2,dies
CLEAR,-9,16,77,FLOOD,10,uncertain
SUNNY,-10,4,81,FLOOD,8,dies
DARK,-3,8,92,FLOOD,5,dies
FOG,-2,10,100,FLOOD,2,dies
MOONLIGHT,2,23,80,DRIZZLE,11,uncertain
MOONLIGHT,-1,3,88,FLOOD,5,dies
MOONLIGHT,-2,5,96,FLOOD,4,dies
MOONLIGHT,-1,3,88,FLOOD,6,dies
FOG,-1,8,92,FLOOD,2,dies
MOONLIGHT,0,9,86,FLOOD,4,uncertain
MOONLIGHT,-3,5,92,FLOOD,4,dies
DARK,-4,3,83,FLOOD,11,dies
DARK,-5,11,91,FLOOD,4,dies
DARK,2,13,92,DRIZZLE,4,dies
CLEAR,0,29,82,FLOOD,11,uncertain
DARK,6,25,77,DRIZZLE,11,dies
DARK,-4,1,84,FLOOD,8,dies
SUNNY,-2,10,96,FLOOD,5,dies
MOONLIGHT,1,8,92,DRIZZLE,11,uncertain
CLEAR,-13,23,48,FLOOD,11,uncertain
SUNNY,-13,5,83,FLOOD,10,dies
SUNNY,-12,3,87,FLOOD,3,dies
CLEAR,-10,8,74,FLOOD,10,uncertain
SUNNY,-11,3,87,FLOOD,4,dies
FOG,-8,0,84,FLOOD,3,dies
CLEAR,-1,9,81,FLOOD,8,uncertain
MOONLIGHT,2,5,92,DRIZZLE,11,uncertain
MOONLIGHT,-1,10,76,FLOOD,8,dies
DARK,0,11,92,FLOOD,3,dies
DARK,2,3,92,DRIZZLE,4,dies
FOG,2,11,92,DRIZZLE,3,dies
FOG,3,8,96,DRIZZLE,3,dies
FOG,2,7,92,DRIZZLE,0,dies
SUNNY,-4,4,99,FLOOD,5,dies
CLEAR,-5,8,92,FLOOD,6,uncertain
DARK,18,8,89,DRIZZLE,10,dies
SUNNY,23,1,72,DRIZZLE,10,uncertain
SUNNY,23,8,74,DRIZZLE,10,uncertain
CLEAR,25,1,64,DRIZZLE,10,uncertain
CLEAR,22,11,75,DRIZZLE,10,uncertain
CLEAR,23,4,79,DRIZZLE,10,uncertain
MOONLIGHT,22,21,56,DRIZZLE,10,uncertain
CLEAR,21,12,50,DRIZZLE,10,survives
MOONLIGHT,18,15,61,DRIZZLE,10,uncertain
MOONLIGHT,21,9,58,DRIZZLE,10,uncertain
SUNNY,23,8,58,DRIZZLE,10,uncertain
DARK,18,10,96,DRIZZLE,10,dies
SUNNY,26,1,53,DRIZZLE,10,uncertain
SUNNY,25,3,68,DRIZZLE,10,uncertain
SUNNY,25,6,70,DRIZZLE,12,uncertain
CLEAR,21,2,85,DRIZZLE,11,survives
SUNNY,25,3,78,DRIZZLE,8,uncertain
CLEAR,25,8,75,DRIZZLE,9,uncertain
SUNNY,25,7,76,DRIZZLE,10,uncertain
MOONLIGHT,27,4,64,DRIZZLE,10,uncertain
SUNNY,27,3,63,DRIZZLE,10,uncertain
CLEAR,26,5,66,DRIZZLE,10,uncertain
DARK,18,6,96,DRIZZLE,8,dies
MOONLIGHT,21,9,87,DRIZZLE,10,uncertain
SUNNY,23,1,84,DRIZZLE,10,uncertain
MOONLIGHT,21,3,58,DRIZZLE,10,uncertain
SUNNY,22,8,66,DRIZZLE,10,uncertain
CLEAR,23,5,71,DRIZZLE,10,uncertain
SUNNY,24,10,64,DRIZZLE,10,uncertain
CLEAR,24,8,63,DRIZZLE,11,uncertain
CLEAR,22,4,77,DRIZZLE,11,uncertain
MOONLIGHT,11,8,77,DRIZZLE,10,uncertain
DARK,13,8,94,DRIZZLE,11,dies
MOONLIGHT,11,5,99,DRIZZLE,8,uncertain
CLEAR,18,5,78,DRIZZLE,10,survives
MOONLIGHT,19,13,66,DRIZZLE,10,uncertain
MOONLIGHT,18,5,73,DRIZZLE,10,uncertain
CLEAR,16,5,79,DRIZZLE,10,survives
CLEAR,21,5,72,DRIZZLE,10,survives
CLEAR,23,5,66,DRIZZLE,10,uncertain
CLEAR,25,3,69,DRIZZLE,11,uncertain
CLEAR,26,5,65,DRIZZLE,10,uncertain
DARK,10,24,93,DRIZZLE,11,dies
CLEAR,25,7,69,DRIZZLE,10,uncertain
CLEAR,23,5,80,DRIZZLE,10,uncertain
CLEAR,25,5,69,DRIZZLE,10,uncertain
MOONLIGHT,22,13,77,DRIZZLE,10,uncertain
CLEAR,22,12,86,DRIZZLE,10,uncertain
SUNNY,24,5,79,DRIZZLE,10,uncertain
CLEAR,25,12,78,DRIZZLE,10,uncertain
SUNNY,26,11,74,DRIZZLE,10,uncertain
MOONLIGHT,23,9,77,DRIZZLE,10,uncertain
CLEAR,27,8,70,DRIZZLE,10,uncertain
MOONLIGHT,11,1,82,DRIZZLE,11,uncertain
CLEAR,21,17,87,DRIZZLE,11,survives
DARK,13,5,96,DRIZZLE,4,dies
CLEAR,12,20,74,DRIZZLE,10,survives
CLEAR,14,7,72,DRIZZLE,10,survives
DARK,12,13,93,DRIZZLE,11,dies
MOONLIGHT,12,15,73,DRIZZLE,10,uncertain
MOONLIGHT,14,12,68,DRIZZLE,10,uncertain
SUNNY,-6,14,88,FLOOD,6,dies
MOONLIGHT,4,17,82,DRIZZLE,11,uncertain
DARK,4,17,89,DRIZZLE,6,dies
DARK,2,20,92,DRIZZLE,4,dies
FOG,-2,38,89,FLOOD,0,dies
DARK,-1,17,88,FLOOD,6,dies
SUNNY,0,8,82,DRIZZLE,8,uncertain
FOG,1,2,85,DRIZZLE,3,dies
FOG,3,8,89,DRIZZLE,3,dies
MOONLIGHT,3,5,89,DRIZZLE,11,uncertain
SUNNY,3,2,89,DRIZZLE,6,uncertain
SUNNY,-4,3,85,FLOOD,8,dies
SUNNY,3,12,89,DRIZZLE,5,uncertain
CLEAR,7,16,79,DRIZZLE,10,uncertain
DARK,11,13,78,DRIZZLE,11,dies
DARK,5,33,85,DRIZZLE,5,dies
CLEAR,1,14,63,DRIZZLE,10,uncertain
CLEAR,4,29,70,DRIZZLE,10,uncertain
SUNNY,7,9,86,DRIZZLE,8,uncertain
MOONLIGHT,11,4,81,DRIZZLE,10,uncertain
MOONLIGHT,11,13,81,DRIZZLE,11,uncertain
CLEAR,12,11,87,DRIZZLE,11,survives
SUNNY,-8,8,92,FLOOD,7,dies
CLEAR,8,27,76,DRIZZLE,10,survives
MOONLIGHT,11,10,67,DRIZZLE,10,uncertain
MOONLIGHT,7,35,70,DRIZZLE,11,uncertain
DARK,2,8,92,DRIZZLE,5,dies
DARK,-3,11,92,FLOOD,6,dies
MOONLIGHT,-2,23,75,FLOOD,10,dies
SUNNY,-2,17,68,FLOOD,10,dies
MOONLIGHT,-1,22,75,FLOOD,10,dies
DARK,12,13,74,DRIZZLE,10,dies
CLEAR,15,10,78,DRIZZLE,10,survives
CLEAR,12,14,74,DRIZZLE,11,survives
MOONLIGHT,11,4,92,DRIZZLE,10,uncertain
CLEAR,15,9,72,DRIZZLE,10,survives
MOONLIGHT,17,4,61,DRIZZLE,10,uncertain
DARK,15,16,88,DRIZZLE,11,dies
CLEAR,18,7,74,DRIZZLE,10,survives
MOONLIGHT,18,9,75,DRIZZLE,10,uncertain
CLEAR,16,12,82,DRIZZLE,10,survives
DARK,18,19,70,DRIZZLE,10,dies
MOONLIGHT,13,11,79,DRIZZLE,10,uncertain
MOONLIGHT,17,1,77,DRIZZLE,10,uncertain
MOONLIGHT,18,8,84,DRIZZLE,11,uncertain
CLEAR,19,2,67,DRIZZLE,10,survives
MOONLIGHT,23,10,66,DRIZZLE,10,uncertain
MOONLIGHT,18,19,69,DRIZZLE,10,uncertain
CLEAR,15,15,79,DRIZZLE,10,survives
MOONLIGHT,16,8,77,DRIZZLE,11,uncertain
MOONLIGHT,18,21,72,DRIZZLE,11,uncertain
CLEAR,18,10,77,DRIZZLE,11,survives
DARK,14,13,92,DRIZZLE,10,dies
MOONLIGHT,12,9,75,DRIZZLE,11,uncertain
DARK,12,10,94,DRIZZLE,11,dies
MOONLIGHT,10,23,83,DRIZZLE,11,uncertain
MOONLIGHT,12,4,66,DRIZZLE,11,uncertain
SUNNY,11,8,77,DRIZZLE,10,uncertain
MOONLIGHT,12,14,72,DRIZZLE,10,uncertain
CLEAR,10,10,92,DRIZZLE,9,survives
MOONLIGHT,12,7,87,DRIZZLE,11,uncertain
SUNNY,14,1,85,DRIZZLE,9,uncertain
DARK,3,15,82,DRIZZLE,10,dies
CLEAR,7,24,65,DRIZZLE,10,uncertain
MOONLIGHT,1,3,85,DRIZZLE,10,uncertain
DARK,6,5,77,DRIZZLE,10,dies
CLEAR,5,22,81,DRIZZLE,10,uncertain
MOONLIGHT,9,14,77,DRIZZLE,11,uncertain
SUNNY,8,3,95,DRIZZLE,6,uncertain
MOONLIGHT,9,13,84,DRIZZLE,10,uncertain
MOONLIGHT,8,11,82,DRIZZLE,6,uncertain
CLEAR,7,10,80,DRIZZLE,7,uncertain
MOONLIGHT,8,13,89,DRIZZLE,6,uncertain
CLEAR,3,25,70,DRIZZLE,10,uncertain
SUNNY,7,11,93,DRIZZLE,6,uncertain
DARK,7,9,93,DRIZZLE,4,dies
SUNNY,8,20,90,DRIZZLE,8,uncertain
DARK,10,13,87,DRIZZLE,8,dies
FOG,3,1,100,DRIZZLE,0,dies
SUNNY,6,14,94,DRIZZLE,7,uncertain
MOONLIGHT,8,16,89,DRIZZLE,10,uncertain
FOG,2,6,92,DRIZZLE,2,dies
FOG,1,3,100,DRIZZLE,0,dies
FOG,3,0,100,DRIZZLE,0,dies
CLEAR,-2,12,70,FLOOD,10,uncertain
FOG,6,2,93,DRIZZLE,2,dies
CLEAR,-2,16,81,FLOOD,10,uncertain
DARK,6,28,79,DRIZZLE,11,dies
MOONLIGHT,9,28,88,DRIZZLE,11,uncertain
CLEAR,9,18,77,DRIZZLE,10,survives
FOG,3,3,100,DRIZZLE,1,dies
SUNNY,8,8,96,DRIZZLE,5,uncertain
SUNNY,14,4,91,DRIZZLE,5,uncertain
SUNNY,10,4,99,DRIZZLE,7,uncertain
SUNNY,9,5,99,DRIZZLE,5,uncertain
CLEAR,11,11,79,DRIZZLE,10,survives
SUNNY,8,1,95,DRIZZLE,5,uncertain
FOG,7,5,98,DRIZZLE,3,dies
FOG,6,4,99,DRIZZLE,3,dies
MOONLIGHT,10,19,70,DRIZZLE,10,uncertain
CLEAR,2,10,84,DRIZZLE,10,uncertain
SUNNY,2,6,93,DRIZZLE,6,uncertain
CLEAR,4,19,83,DRIZZLE,10,uncertain
CLEAR,15,3,87,DRIZZLE,7,uncertain
CLEAR,5,13,83,DRIZZLE,10,uncertain
MOONLIGHT,8,10,84,DRIZZLE,10,uncertain
MOONLIGHT,12,8,81,DRIZZLE,10,uncertain
MOONLIGHT,11,9,94,DRIZZLE,6,uncertain
MOONLIGHT,14,12,83,DRIZZLE,10,uncertain
MOONLIGHT,13,5,95,DRIZZLE,11,uncertain
CLEAR,9,8,93,DRIZZLE,10,survives
CLEAR,11,11,80,DRIZZLE,10,survives
MOONLIGHT,14,8,91,DRIZZLE,6,uncertain
MOONLIGHT,12,8,99,DRIZZLE,5,uncertain
MOONLIGHT,17,13,88,DRIZZLE,9,uncertain
MOONLIGHT,7,33,65,DRIZZLE,11,uncertain
SUNNY,1,3,71,DRIZZLE,10,uncertain
MOONLIGHT,17,9,80,DRIZZLE,10,uncertain
DARK,13,5,96,DRIZZLE,11,dies
CLEAR,10,10,87,DRIZZLE,10,survives
SUNNY,8,4,99,DRIZZLE,6,uncertain
SUNNY,11,12,87,DRIZZLE,8,uncertain
SUNNY,10,5,93,DRIZZLE,8,uncertain
SUNNY,23,2,74,DRIZZLE,10,uncertain
CLEAR,14,15,73,DRIZZLE,10,survives
SUNNY,13,11,73,DRIZZLE,10,uncertain
SUNNY,14,4,79,DRIZZLE,10,uncertain
SUNNY,14,4,79,DRIZZLE,10,uncertain
CLEAR,16,11,74,DRIZZLE,10,survives
CLEAR,15,13,74,DRIZZLE,10,survives
MOONLIGHT,17,17,59,DRIZZLE,10,uncertain
MOONLIGHT,17,10,72,DRIZZLE,10,uncertain
CLEAR,19,16,53,DRIZZLE,10,survives
MOONLIGHT,18,15,75,DRIZZLE,10,uncertain
DARK,16,5,99,DRIZZLE,7,dies
CLEAR,15,5,83,DRIZZLE,10,survives
FOG,16,11,99,DRIZZLE,3,dies
SUNNY,16,9,88,DRIZZLE,5,uncertain
CLEAR,15,14,74,DRIZZLE,10,survives
CLEAR,12,11,82,DRIZZLE,10,survives
CLEAR,13,6,90,DRIZZLE,10,survives
SUNNY,14,7,89,DRIZZLE,9,uncertain
CLEAR,17,13,70,DRIZZLE,10,survives
MOONLIGHT,16,8,81,DRIZZLE,10,uncertain
MOONLIGHT,16,5,88,DRIZZLE,10,uncertain
SUNNY,13,7,96,DRIZZLE,5,uncertain
CLEAR,17,3,83,DRIZZLE,9,survives
FOG,13,3,99,DRIZZLE,2,dies
CLEAR,21,9,80,DRIZZLE,10,survives
CLEAR,22,14,71,DRIZZLE,10,uncertain
CLEAR,16,10,73,DRIZZLE,10,survives
CLEAR,17,1,84,DRIZZLE,10,survives
CLEAR,17,12,76,DRIZZLE,10,survives
CLEAR,13,9,79,DRIZZLE,10,survives
SUNNY,7,8,81,DRIZZLE,7,uncertain
SUNNY,12,10,64,DRIZZLE,10,uncertain
CLEAR,11,8,72,DRIZZLE,10,survives
SUNNY,12,5,75,DRIZZLE,10,uncertain
SUNNY,13,8,70,DRIZZLE,10,uncertain
SUNNY,12,12,41,DRIZZLE,10,uncertain
SUNNY,13,15,54,DRIZZLE,10,uncertain
MOONLIGHT,8,11,67,DRIZZLE,10,uncertain
CLEAR,9,0,65,DRIZZLE,10,survives
CLEAR,14,12,55,DRIZZLE,10,survives
MOONLIGHT,8,12,60,DRIZZLE,10,uncertain
CLEAR,7,2,71,DRIZZLE,10,uncertain
CLEAR,11,10,53,DRIZZLE,10,survives
CLEAR,10,14,38,DRIZZLE,10,survives
CLEAR,8,11,52,DRIZZLE,15,uncertain
CLEAR,12,11,30,DRIZZLE,10,survives
CLEAR,14,9,40,DRIZZLE,11,survives
MOONLIGHT,12,12,76,DRIZZLE,10,uncertain
CLEAR,14,8,69,DRIZZLE,10,survives
CLEAR,12,4,73,DRIZZLE,10,survives
SUNNY,16,10,50,DRIZZLE,10,uncertain
CLEAR,17,13,49,DRIZZLE,10,survives
CLEAR,6,3,77,DRIZZLE,10,uncertain
MOONLIGHT,11,13,56,DRIZZLE,10,uncertain
MOONLIGHT,6,1,78,DRIZZLE,10,uncertain
SUNNY,5,17,57,DRIZZLE,15,uncertain
MOONLIGHT,9,12,56,DRIZZLE,10,uncertain
CLEAR,9,4,77,DRIZZLE,10,survives
CLEAR,8,18,68,DRIZZLE,10,survives
CLEAR,8,6,72,DRIZZLE,10,survives
CLEAR,17,11,50,DRIZZLE,10,survives
MOONLIGHT,20,3,76,DRIZZLE,15,uncertain
CLEAR,21,9,70,DRIZZLE,10,survives
CLEAR,19,8,81,DRIZZLE,10,survives
MOONLIGHT,20,15,76,DRIZZLE,10,uncertain
SUNNY,21,12,66,DRIZZLE,10,uncertain
CLEAR,22,9,60,DRIZZLE,10,uncertain
SUNNY,23,12,59,DRIZZLE,10,uncertain
SUNNY,23,6,57,DRIZZLE,10,uncertain
MOONLIGHT,18,14,80,DRIZZLE,10,uncertain
MOONLIGHT,19,14,76,DRIZZLE,10,uncertain
SUNNY,19,11,63,DRIZZLE,10,uncertain
CLEAR,22,11,66,DRIZZLE,10,uncertain
CLEAR,19,8,91,DRIZZLE,11,survives
MOONLIGHT,23,15,74,DRIZZLE,10,uncertain
CLEAR,25,15,66,DRIZZLE,10,uncertain
CLEAR,26,13,60,DRIZZLE,10,uncertain
CLEAR,24,9,65,DRIZZLE,10,uncertain
CLEAR,24,15,56,DRIZZLE,10,uncertain
SUNNY,21,9,60,DRIZZLE,10,uncertain
SUNNY,20,9,76,DRIZZLE,11,uncertain
DARK,16,15,67,DRIZZLE,11,dies
SUNNY,20,10,56,DRIZZLE,10,uncertain
MOONLIGHT,16,13,87,DRIZZLE,11,uncertain
CLEAR,15,12,80,DRIZZLE,8,uncertain
DARK,16,15,82,DRIZZLE,11,dies
MOONLIGHT,17,15,70,DRIZZLE,11,uncertain
CLEAR,19,17,71,DRIZZLE,10,survives
MOONLIGHT,19,8,81,DRIZZLE,14,uncertain
CLEAR,22,2,60,DRIZZLE,10,uncertain
MOONLIGHT,22,3,69,DRIZZLE,10,uncertain
FOG,0,11,92,DRIZZLE,3,dies
DARK,6,10,86,DRIZZLE,4,dies
DARK,5,9,86,DRIZZLE,4,dies
FOG,5,9,87,DRIZZLE,3,dies
MOONLIGHT,1,17,82,DRIZZLE,10,uncertain
CLEAR,-2,16,69,FLOOD,10,uncertain
DARK,-2,20,75,FLOOD,10,dies
FOG,-2,10,96,FLOOD,3,dies
DARK,-2,8,81,FLOOD,8,dies
MOONLIGHT,-4,8,85,FLOOD,10,dies
FOG,-8,0,84,FLOOD,0,dies
FOG,0,10,92,DRIZZLE,2,dies
FOG,-4,3,85,FLOOD,1,dies
FOG,-4,3,92,FLOOD,2,dies
FOG,-5,3,85,FLOOD,3,dies
FOG,-5,0,92,FLOOD,2,dies
DARK,-4,5,85,FLOOD,6,dies
MOONLIGHT,-4,3,85,FLOOD,4,dies
FOG,-4,9,85,FLOOD,3,dies
DARK,-4,8,85,FLOOD,6,dies
DARK,-4,0,85,FLOOD,4,dies
FOG,-5,8,85,FLOOD,3,dies
DARK,5,22,82,DRIZZLE,6,dies
FOG,-5,2,92,FLOOD,3,dies
DARK,-6,5,88,FLOOD,6,dies
CLEAR,3,16,77,DRIZZLE,10,uncertain
CLEAR,0,12,85,FLOOD,10,uncertain
CLEAR,-3,1,86,FLOOD,5,uncertain
CLEAR,-1,8,92,FLOOD,4,uncertain
FOG,5,10,93,DRIZZLE,1,dies
FOG,4,7,100,DRIZZLE,0,dies
MOONLIGHT,6,33,79,DRIZZLE,10,uncertain
CLEAR,3,4,100,DRIZZLE,5,uncertain
FOG,6,3,100,DRIZZLE,1,dies
FOG,6,8,100,DRIZZLE,0,dies
DARK,6,9,93,DRIZZLE,11,dies
CLEAR,6,16,85,DRIZZLE,10,uncertain
SUNNY,3,8,96,DRIZZLE,5,uncertain
CLEAR,3,10,95,DRIZZLE,11,uncertain
DARK,1,13,92,DRIZZLE,6,dies
CLEAR,1,20,78,DRIZZLE,10,uncertain
DARK,0,8,92,FLOOD,6,dies
CLEAR,1,9,78,DRIZZLE,10,uncertain
FOG,0,2,92,DRIZZLE,1,dies
SUNNY,2,5,99,DRIZZLE,4,uncertain
SUNNY,8,10,96,DRIZZLE,7,uncertain
FOG,0,8,100,DRIZZLE,0,dies
MOONLIGHT,0,23,76,DRIZZLE,10,uncertain
DARK,-1,17,60,FLOOD,10,dies
DARK,2,32,70,DRIZZLE,10,dies
FOG,3,8,96,DRIZZLE,3,dies
DARK,3,5,96,DRIZZLE,11,dies
DARK,3,16,99,DRIZZLE,4,dies
CLEAR,1,16,85,DRIZZLE,11,uncertain
MOONLIGHT,-1,5,91,FLOOD,10,dies
DARK,0,5,85,DRIZZLE,10,dies
MOONLIGHT,4,9,77,DRIZZLE,11,uncertain
MOONLIGHT,5,11,87,DRIZZLE,10,uncertain
DARK,7,14,93,DRIZZLE,11,dies
SUNNY,1,16,93,DRIZZLE,4,uncertain
SUNNY,5,9,100,DRIZZLE,5,uncertain
MOONLIGHT,9,16,83,DRIZZLE,10,uncertain
MOONLIGHT,8,18,95,DRIZZLE,11,uncertain
MOONLIGHT,6,16,69,DRIZZLE,10,uncertain
SUNNY,3,5,89,DRIZZLE,8,uncertain
CLEAR,-1,8,87,FLOOD,10,uncertain
SUNNY,-1,13,88,FLOOD,8,dies
MOONLIGHT,1,10,91,DRIZZLE,5,uncertain
SUNNY,2,11,92,DRIZZLE,4,uncertain
MOONLIGHT,10,27,83,DRIZZLE,11,uncertain
MOONLIGHT,2,3,99,DRIZZLE,8,uncertain
MOONLIGHT,8,17,71,DRIZZLE,10,uncertain
SUNNY,5,9,93,DRIZZLE,4,uncertain
MOONLIGHT,5,10,82,DRIZZLE,10,uncertain
DARK,4,8,92,DRIZZLE,11,dies
MOONLIGHT,8,14,96,DRIZZLE,11,uncertain
SUNNY,0,17,82,FLOOD,11,uncertain
MOONLIGHT,-3,5,86,FLOOD,10,dies
SUNNY,-3,9,85,FLOOD,6,dies
MOONLIGHT,-1,22,81,FLOOD,10,dies
MOONLIGHT,6,28,60,DRIZZLE,11,uncertain
MOONLIGHT,1,20,85,DRIZZLE,10,uncertain
MOONLIGHT,4,22,76,DRIZZLE,10,uncertain
CLEAR,0,5,92,DRIZZLE,10,uncertain
CLEAR,0,5,91,DRIZZLE,10,uncertain
CLEAR,2,9,99,DRIZZLE,4,uncertain
SUNNY,5,11,86,DRIZZLE,10,uncertain
SUNNY,3,11,96,DRIZZLE,5,uncertain
FOG,0,3,100,DRIZZLE,2,dies
CLEAR,4,11,92,DRIZZLE,10,uncertain
CLEAR,22,1,53,DRIZZLE,10,uncertain
CLEAR,19,22,65,DRIZZLE,10,survives
MOONLIGHT,14,11,75,DRIZZLE,10,uncertain
MOONLIGHT,16,10,65,DRIZZLE,10,uncertain
CLEAR,18,17,61,DRIZZLE,10,survives
CLEAR,23,5,49,DRIZZLE,10,uncertain
SUNNY,25,8,50,DRIZZLE,10,uncertain
SUNNY,26,8,52,DRIZZLE,10,uncertain
SUNNY,25,9,54,DRIZZLE,10,uncertain
SUNNY,27,9,47,DRIZZLE,10,uncertain
SUNNY,27,4,52,DRIZZLE,10,uncertain
CLEAR,23,9,58,DRIZZLE,10,uncertain
SUNNY,28,3,45,DRIZZLE,10,uncertain
CLEAR,28,9,42,DRIZZLE,10,uncertain
SUNNY,28,6,47,DRIZZLE,10,uncertain
CLEAR,24,15,47,DRIZZLE,10,uncertain
SUNNY,27,15,42,DRIZZLE,10,uncertain
CLEAR,20,26,55,DRIZZLE,11,survives
